"PeakID"	"Title"	"Scans"	"RT.left.min."	"RT..min."	"RT.right..min."	"Precursor.m.z"	"Height"	"Area"	"Model.masses"	"Adduct"	"Isotope"	"Comment"	"Reference.RT"	"Reference.m.z"	"Formula"	"Ontology"	"InChIKey"	"SMILES"	"Annotation.tag..VS1.0."	"RT.matched"	"m.z.matched"	"MS.MS.matched"	"RT.similarity"	"Dot.product"	"Reverse.dot.product"	"Fragment.presence.."	"Total.score"	"S.N"	"MS1.isotopes"	"MSMS.spectrum"
7272	"L-Citrulline"	2491	7.041008	7.743599	8.314249	174.0876	176012480	2243572736	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_7250; found in higher mz's MsMs_7222"	"7.744"	"174.0876"	"C6H13N3O3"	""	""	""	330	"True"	"True"	"True"	"100"	"75"	"75"	"100"	"89.6"	3093.052	"174.01217:38405 174.01435:11026 174.04075:131253 174.05273:20477 174.05491:22952 174.06008:18836 174.06362:19095 174.0658:15088 174.07234:18269 174.07669:31518 174.07887:50458 174.08323:231383 174.08757:62531240 174.0914:376080 174.09494:53619 174.09712:45371 174.10366:19324 174.11024:23498 174.11374:14001 174.11591:15772 174.11891:17379 174.12117:34650 174.16193:41933 174.89754:22956 174.94581:24237 174.95547:1051310 175.02358:20692 175.04253:18763 175.05995:28883 175.08441:479635 175.09057:4235073 175.95884:13496 176.0007:68160 176.08711:27503 176.09148:245742 176.09397:52492 176.9348:35598 177.03951:22430 177.07555:13394 177.09455:17059 179.03394:13626 179.05496:32248"	"55.45605:116261 77.13562:107124 88.03865:212615 93.11646:106311 114.05389:251022 119.54418:105669 131.04278:150017 131.06128:641415 131.0812:125657552 131.12535:151636 132.08495:1121908 141.11492:104487 156.94401:736634 157.05969:581848 174.08626:2515206 174.95442:303978"
7340	"L-Cystine"	2506	7.006606	7.79048	8.867793	239.0161	62459680	836708736	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_7321"	"7.79"	"239.0161"	"C6H12N2O4S2"	""	""	""	330	"True"	"True"	"True"	"100"	"94"	"94"	"100"	"97.5"	3734.255	"238.89655:11736 238.9618:8533 238.98983:9190 239.00078:10849 239.00954:121429 239.01613:21425290 239.02225:122746 239.12788:10810 239.13892:21762 240.01556:138939 240.01906:1219314 241.00354:7082 241.01154:1771614 241.01974:104327 241.07098:11257 242.01484:90119 242.02308:9743 242.07532:6952 242.17538:19039 243.00728:28956 243.01585:13056 243.08639:8730"	"64.95068:162863 71.98988:127382 74.00523:4960656 86.02335:900148 117.9961:755765 119.993:159202 120.01049:20308926 120.02917:169141 121.01436:68725 126.09084:53304 151.98322:3264231 159.68021:29888 163.44917:31339 171.41785:29185 223.0261:46008 239.01494:1612369 239.14093:76792"
7346	"L-Cysteine"	2511	7.507725	7.80615	8.558732	120.0112	2324194.75	35084808	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_7321; found in higher mz's MsMs_7318; found in higher mz's MsMs_7340"	"7.806"	"120.0112"	"C3H7NO2S"	""	""	""	330	"True"	"True"	"True"	"100"	"100"	"100"	"100"	"100"	153.2636	"119.97496:64902 120.01122:921615 120.06517:10344 121.01039:6570 121.02826:247500 121.0395:18959 122.00713:21724 122.01538:6461 122.02353:37879 122.03474:154134 122.97457:17774 123.01855:37360 123.02033:16522 123.05496:7999 123.90076:32312 123.98765:18868 124.00022:24392 124.0063:27123 124.02202:6179 124.03905:12178 124.05003:9711"	"51.6943:3487 51.7564:3325 59.65525:4110 64.16784:3607 69.27319:3534 70.02801:6935 73.29595:3006 75.01114:3603 75.84125:3125 79.95598:30442 109.39205:3327 114.5256:3846 119.97452:46457 120.01048:13767 120.05539:28910 121.02824:32081 127.76873:3266"
7418	"myo-Inositol"	2563	7.67751	7.974133	8.827744	179.0552	8042034	119811840	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_7439"	"7.974"	"179.05521"	"C6H12O6"	""	""	""	330	"True"	"True"	"True"	"100"	"100"	"100"	"100"	"100"	242.5431	"178.83953:5472 178.97629:5212 179.05524:2511748 179.05922:17392 179.06263:4251 180.02906:5525 180.05849:105019 180.06529:67304 180.98833:9038 181.05937:13104 181.07056:89260 182.00855:8846 182.08194:4051 182.96308:222799 182.98736:50664 183.10116:26135 183.96642:6253"	"57.03268:4224 59.01229:36165 69.03318:14254 71.0121:48910 72.00785:4652 73.02778:26622 75.00743:7659 78.95756:10543 81.03337:8897 83.0125:14044 84.98924:20915 85.02786:67562 87.00728:357484 89.02322:22087 95.01234:7807 96.96759:49587 97.02834:31593 99.00729:100940 101.02325:47835 105.01844:4877 107.01252:4011 113.02374:18281 116.06988:32333 117.01738:105523 119.04981:7864 125.02325:74633 129.01772:18294 135.04371:14177 141.01805:63443 147.02831:6224 159.02979:45057 161.04401:506963 162.04894:7255 163.03965:10377 177.03817:30027 178.83955:13344 179.05529:914238 180.06402:24259"
7439	"D-Trehalose"	2568	7.643239	7.989395	8.919338	341.1085	66041648	800424448	"null"	"[M-H]-"	"M + 0"	""	"7.989"	"341.10849"	"C12H22O11"	""	""	""	330	"True"	"True"	"True"	"100"	"100"	"100"	"100"	"100"	23202.47	"340.90534:9791 341.01583:7210 341.04271:7602 341.07631:10412 341.09125:30163 341.09797:110842 341.10846:22514786 341.11964:164072 341.1286:17076 341.13757:10584 341.14429:7745 341.31469:9099 342.10108:17102 342.1116:2982655 342.12284:19667 342.1356:5532 343.1127:369761 344.11564:43170 344.97827:6997"	"55.01719:52484 58.0046:68020 59.01233:6506172 71.01209:4801664 73.0282:183432 83.01245:236651 85.02771:361861 85.27675:58276 87.00723:549320 87.04343:60990 89.01197:52942 89.02306:11343140 89.03428:59488 95.01233:271094 97.02831:91163 99.00722:49019 101.02312:5754829 107.0338:172581 113.02329:3868905 115.03881:67842 119.03365:6127116 125.0229:171886 131.03399:817330 143.03423:1980682 149.04421:675607 161.04383:2093199 179.05506:7921544 341.10901:22211786 341.19262:144304 342.1151:80532"
7772	"Tyramine"	2837	8.398001	8.87928	10.4238	136.0755	25235302	499403008	"null"	"[M-H]-"	"M + 0"	""	"8.879"	"136.0755"	"C8H11NO"	""	""	""	330	"True"	"True"	"True"	"100"	"88"	"88"	"100"	"95"	1096.459	"135.94352:42017 136.03922:17232 136.07271:44880 136.07554:6996287 137.02286:48008 137.03422:62402 137.07891:476686 137.93928:24257 138.0823:17401 139.07514:15497 139.97415:36806 140.9792:148156 140.98468:105045 141.02926:10336"	"74.32446:12876 93.03299:22005 106.04055:3102041 107.04928:33113 108.02029:300641 109.94102:86920 135.9443:43455 136.0481:21609 136.07519:7216088 137.07905:97053 138.03057:66179 140.96558:13404"
7779	"cis-Aconitate?"	2837	8.233952	8.87928	9.271851	173.0081	552755008	7895418880	"null"	"[M-H]-"	"M + 0"	""	"8.879"	"173.0081"	"C6H6O6"	""	""	""	330	"True"	"True"	"True"	"100"	"94"	"94"	"100"	"97.5"	2368.29	"172.63855:16292 172.75803:16136 172.86038:17641 172.87116:17392 172.93289:37003 172.93505:73676 172.94125:15569 172.94449:19247 172.94772:17181 172.95734:39545 172.97038:21143 172.97254:25019 172.97501:45602 172.9809:51782 172.9836:17818 172.98549:22154 172.99115:75151 172.99655:70096 173.00194:247909 173.0041:964868 173.00815:165725504 173.01139:784114 173.01786:108314 173.02083:37145 173.02407:41077 173.02623:31306 173.02839:21599 173.03189:29384 173.03405:29419 173.0408:30592 173.04296:62597 173.0632:18745 173.07076:23006 173.08229:110127 173.10424:16673 173.15718:18065 173.25989:14465 173.31398:17202 174.00727:69342 174.01135:11535776 174.01434:70354 174.08703:27519 174.95547:1567724 175.01206:1707968 175.0233:21182 175.03071:29417 175.03482:3937546 175.95856:24514 176.0153:83749 176.03164:24482 176.03798:154448 176.95993:22064 177.03951:40412"	"85.01667:424568 85.02782:184648240 85.03898:1170209 86.03153:1771118 111.00723:20522998 122.5247:301984 129.0176:52896852 130.02145:489486 173.00818:5020956 173.55801:280593"
7993	"O-Phospho-L-Serine"	2929	8.810562	9.182988	10.40948	184.0008	123319160	1472656640	"null"	"[M-H]-"	"M + 0"	""	"9.183"	"184.00079"	"C3H8NO6P"	""	""	""	330	"True"	"True"	"True"	"100"	"88"	"88"	"100"	"95"	11857.04	"183.9188:24913 183.92117:6182 183.9262:7497 183.93211:5726 183.94749:7177 183.95104:4653 183.95341:4836 183.96169:5802 183.96376:12416 183.96879:9322 183.97589:14070 183.97826:17802 183.983:14456 183.98536:15126 183.99276:46461 183.99631:207462 184.00078:48832204 184.00489:387697 184.01348:30093 184.01703:15281 184.01969:15387 184.02435:21502 184.0268:10795 184.03644:20612 184.04929:6513 184.0599:20657 184.07416:7207 184.08189:26127 184.09193:5734 184.11089:5355 184.15118:5707 184.95976:42570 184.99742:103253 185.00395:1610319 185.0446:17415 185.08008:23156 185.11734:9295 185.12331:4845 185.15348:12694 186.00474:449246 186.03937:9508 186.1125:9687 186.96345:7226 187.06069:17986 187.07101:124038 187.09714:19332 187.90421:6911 188.05504:158782 188.09125:7707 188.09982:6403 188.98022:22764"	"52.01697:20204 52.37825:24494 65.48218:20850 70.88401:20128 78.95754:3070060 96.96849:13766186 96.9812:98736 140.06973:26573 165.98977:73256 184.00093:607370"
8082	"D-Glucose 6-Phosphate"	2979	9.083818	9.350039	10.37755	259.0223	29062550	330568928	"null"	"[M-H]-"	"M + 0"	""	"9.546"	"259.02231"	"C6H13O9P"	""	""	""	330	"True"	"True"	"True"	"99.5"	"94"	"94"	"100"	"97.4"	5455.264	"258.88791:5194 258.96251:3591 258.97931:3570 259.00698:5835 259.01094:16220 259.01489:69175 259.02232:12080001 259.02922:80558 259.0396:7506 259.06333:2933 259.08361:3069 259.15878:6306 260.0256:762559 260.07734:3666 261.02603:151856 261.06081:3114 262.02924:7984 262.95308:55765 262.99548:4146 263.03038:3021 263.07692:3420 263.09716:2971 263.95183:3637"	"64.75544:4124 78.95751:841707 85.0278:4981 96.95491:47082 96.96845:6033851 96.98118:45366 96.9993:5611 101.02309:55090 101.82445:4217 113.02338:4457 120.35662:4434 125.02323:8618 131.03422:6844 138.9785:436635 143.03439:4858 150.97867:15327 161.04394:6785 168.98924:377858 195.00632:5225 199.00046:549164 204.9907:6062 223.00031:89851 229.01069:4325 241.01093:16888 258.91889:6670 259.02155:1082793 259.081:12932 276.93096:23846"
8461	"Thiamine"	3298	10.14773	10.40948	11.76068	263.0972	8204581.5	138815200	"null"	"[M-H]-"	"M + 0"	""	"10.409"	"263.0972"	"C12H16N4OS"	""	""	""	330	"True"	"True"	"True"	"100"	"88"	"88"	"100"	"95"	601.1205	"262.95281:69164 262.99599:4448 263.04049:3576 263.08957:17500 263.09716:2514410 263.10424:13596 263.95335:5316 264.09374:9004 264.10024:220660 264.10799:3333 265.04729:8857 265.09273:72627 265.10375:13273 265.14738:45043 266.09626:7844 266.15082:7148 267.06167:148288 268.06506:17476"	"58.27118:5711 60.99148:12830 87.02571:43897 88.98655:164927 111.01275:15361 112.02142:20551 142.03205:12588 147.06553:5524138 147.09088:46414 147.11119:6139 148.07042:5219 161.518:5836 192.05934:11758 199.09926:25959 233.0374:17453 233.08478:2843475 233.13529:20870 263.09857:374799"
8750	"D-Fructose 1,6-bisphosphate"	3464	10.46803	10.98584	12.90211	338.9881	39087268	524377248	"null"	"[M-H]-"	"M + 0"	""	"10.986"	"338.9881"	"C6H14O12P2"	""	""	""	330	"True"	"True"	"True"	"100"	"94"	"94"	"100"	"97.5"	5253.206	"338.78684:6332 338.89407:3796 338.89925:3340 338.91478:2720 338.94142:4000 338.96214:6678 338.96879:18286 338.97471:38159 338.98809:14119359 338.99913:123748 339.00506:31249 339.01098:17432 339.03762:3268 339.05909:3806 339.07982:5359 339.19311:5704 339.19904:9338 339.99151:1003188 340.00266:7138 340.99255:260841 341.00392:2794 341.10847:4373 341.99575:15569 342.30528:5113 342.31579:2865 342.99641:5399 343.97452:15130"	"65.65743:16377 70.51747:16317 78.95745:1245165 85.02781:46409 87.04343:55737 96.95492:98735 96.96846:14126147 96.98118:103463 114.01807:33276 115.03881:16377 116.71773:16560 138.97852:506502 143.03431:161554 150.97846:340436 158.92465:332204 168.9893:561016 176.93538:1193454 179.97922:17182 180.98757:70898 194.94625:82496 195.00633:16476 204.99071:66964 213.01676:35717 223.00061:418533 230.94596:23481 241.0107:2763170 248.95563:82076 259.02169:19775 266.96598:59708 320.97611:147368 338.90268:62339 338.98544:8375432 339.19877:61608"
8931	"L-Ornithine"	3747	11.62766	11.93472	12.65413	131.0814	18238020	231616640	"null"	"[M-H]-"	"M + 0"	"similar chromatogram in higher mz_8933; similar chromatogram in higher mz_8923; similar chromatogram in higher mz_8925; similar chromatogram in higher mz_8927; similar chromatogram in higher mz_8929; similar chromatogram in higher mz_8930"	"11.919"	"131.0813"	"C5H12N2O2"	""	""	""	330	"True"	"True"	"True"	"100"	"75"	"75"	"100"	"89.6"	40.45646	"130.99172:4924 131.03377:37952 131.04506:42712 131.05342:5466 131.05982:3363 131.07094:9320 131.07281:3160 131.07584:4208 131.07868:32979 131.08136:7145478 131.08402:40971 131.09772:3505 131.1036:3533 131.12977:2581 132.02907:96828 132.05529:9446 132.07832:18730 132.08462:342696 132.08732:11489 132.86671:2837 133.01028:3542 133.01301:697881 133.01555:3413 133.03193:5311 133.04921:3720 133.08561:22112 133.08798:4408 133.99038:19284 134.01632:13133 134.03471:6488 134.04594:40447 134.07097:2737 134.95979:5160 135.02859:138330 135.04382:51398 135.05502:3491 135.94394:20747 135.96964:10183 136.01402:2823 136.03904:6862 136.05033:17542 136.07535:23656"	"56.1935:3437 58.02431:3212 70.028:9388 72.00786:3898 83.05996:21009 85.06428:5818 85.07544:7402 87.04362:24882 88.03866:8623 93.17786:3310 95.02376:4283 103.66177:3579 109.01535:3535 113.0337:17603 113.07016:11163 114.01803:25170 125.7357:3411 130.99158:4428 131.03425:10604 131.04421:4538 131.05428:16160 131.08123:1192959 131.10115:6621 132.05461:5293 132.08484:5470"
9033	"L-Lysine"	3975	12.41692	12.77331	13.83627	145.0971	18356758	239393632	"null"	"[M-H]-"	"M + 0"	""	"12.773"	"145.09711"	"C6H14N2O2"	""	""	""	330	"True"	"True"	"True"	"100"	"75"	"75"	"100"	"89.6"	165.3631	"144.97451:229364 144.99128:10873 145.013:44846 145.03971:4803 145.04945:15550 145.06063:4648 145.08383:2552 145.08653:3825 145.09067:3751 145.09316:13959 145.09482:35722 145.09711:7544500 145.10021:64301 145.10435:3113 145.10601:2249 145.12197:7176 145.15389:5174 145.97726:3298 146.02336:46408 146.0446:178328 146.05257:2728 146.09395:26413 146.10051:477640 146.96484:61755 146.98644:2974 147.01624:7216 147.0287:193253 147.04372:4708 147.04796:8723 147.06656:10348 147.10145:17244 147.10378:4683 148.02385:3529 148.03197:5558 148.04231:10458 148.05034:4660 149.00802:75110 149.0232:14073 149.04441:25259 149.99327:26107 150.00098:7532 150.01854:4953 150.02987:2664 150.04077:5129 150.04731:2665 150.05472:4791"	"56.994:17799 83.04838:7512 87.00648:5813 97.07549:13349 99.08016:7019 99.09139:14083 100.92421:24073 101.02322:9432 101.05887:11890 102.05488:17003 115.03884:4908 118.03979:11602 128.03353:9070 145.01324:7194 145.03974:7645 145.04968:18328 145.07289:12739 145.09774:1680751 146.02387:43194 146.10062:27233"
9072	"L-Arginine"	4038	12.62672	13.00391	14.01503	173.1034	54209624	671809664	"null"	"[M-H]-"	"M + 0"	"found in higher mz's MsMs_9082"	"13.004"	"173.10339"	"C6H14N4O2"	""	""	""	330	"True"	"True"	"True"	"100"	"88"	"88"	"100"	"95"	342.2889	"172.90056:3144 172.95747:293499 172.96958:4033 173.00879:158953 173.02894:11135 173.04515:46931 173.04837:3255 173.05917:3507 173.07024:4753 173.07213:3264 173.07429:4351 173.07645:4892 173.08223:13349 173.0859:2982 173.09265:5870 173.09535:11764 173.10344:17949216 173.1075:94400 173.11074:16951 173.11506:7230 173.12046:4643 173.12397:4020 173.12937:3941 173.13153:4213 173.13586:6086 173.17721:10942 173.9564:20652 173.96129:3216 174.01109:9415 174.03967:22462 174.05464:3448 174.10057:167569 174.10666:1165622 174.88009:3585 174.94482:4358 174.94702:6198 174.95141:26454 174.95551:6016750 174.95964:37099 174.96211:7005 174.96732:3911 175.02351:18499 175.03045:3677 175.05963:14238 175.10378:7091 175.10735:45684 175.1101:17538 175.11257:2804 175.95861:43381 176.03387:3595 176.04523:3963 176.93465:25665 176.95945:44692 177.00277:17843 177.03924:8876 178.04987:6813 178.0586:3742 178.06085:3589 178.071:7167"	"85.02786:370499 93.03298:34192 111.00721:78191 111.08047:34548 112.08669:50449 114.05514:349593 129.01757:101119 129.05372:37689 131.03709:39048 131.08129:27530950 131.10256:199293 132.08538:271304 154.94599:890016 156.07718:1567995 172.95664:118984 173.10356:3945456 174.10802:47701"
