																															Class	std	std	std	std
8763	5.412	238.70654	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.62	std_e1	238.70654:5141 239.70989:0 240.71325:0		9293	-2	-2	-2
8764	8.543	238.72058	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	30.02	std_e1	238.72058:1501 239.72393:0 240.72729:0		12404	-2	-2	-2
8765	5.14	238.76781	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	39.49	std_e1	238.76781:2694 239.77116:0 240.77452:0		8285	3769	-2	-2
8766	1.298	238.76826	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	25.29	std_e1	238.76826:2367 239.77161:0 240.77497:0		856	1242	-2	-2
8767	2.014	238.77696	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	57.88	std_e1	238.77696:2894 239.78031:0 240.78367:0		3164	-2	-2	-2
8768	7.069	238.79187	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	64.49	std_e1	238.79187:3225 239.79522:0 240.79858:0		11190	-2	-2	-2
8769	10.33	238.86931	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	19.59	std_e2	238.86931:41258 239.87266:9816 240.87602:68646		13255	4866	-2	-2
8770	12.12	238.8912	Unknown	[M-H]-		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	23.13	std_e1	238.8912:88735 239.89455:0 240.89791:0		13690	5041	2175	1591
8771	6.361	238.89384	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.47	std_e1	238.89384:22614 239.89719:0 240.90055:0		10484	-2	-2	-2
8772	7.101	238.8969	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.5	std_e1	238.8969:50060 239.90025:0 240.90361:0		11235	4157	-2	-2
8773	2.037	238.96858	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.7	std_e2	238.96858:246106 239.97193:0 240.97529:0		-2	1868	811	-2
8774	3.494	238.98578	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.11	std_e1	238.98578:41883 239.98913:0 240.99249:0		5884	-2	-2	-2
8775	2.127	239.00313	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	195.71	std_e1	239.00313:899460 240.00648:35822 241.00984:0		3439	-2	-2	-2
8776	7.104	239.01607	L-Cystine	[M-H]-		0.75	False	7.79	239.0161	C6H12N2O4S2				430	True	True	True		False	True	null	null	null	94.5	null	null	null	7001.04	std_e1	239.01607:127550728 240.01942:10750730 241.02278:13483265		11236	4158	1643	-2
8777	1.1	239.03395	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.17	std_e1	239.03395:434753 240.0373:80095 241.04066:51643		883	540	-2	-2
8778	0.956	239.05875	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17.92	std_e3	239.05875:138243 240.0621:41337 241.06546:22824		262	280	266	-2
8779	2.325	239.05896	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5246.88	std_e1	239.05896:42735396 240.06231:4746626 241.06567:15813795		3874	-2	-2	-2
8780	2.817	239.07751	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17.89	std_e1	239.07751:179380 240.08086:31618 241.08422:75458		4950	-2	-2	-2
8781	1.092	239.1032	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.53	std_e1	239.1032:215835 240.10655:22061 241.10991:0		857	-2	-2	-2
8782	0.869	239.12863	Unknown	[M-H]-	similar chromatogram in higher mz_11126	1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	61.43	std_e3	239.12863:755602 240.13198:176336 241.13534:75767		131	145	95	104
8783	7.079	239.13525	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.87	std_e1	239.13525:95748 240.1386:0 241.14196:16126		11199	-2	-2	-2
8784	1.111	239.13965	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.82	std_e1	239.13965:36722 240.143:0 241.14636:27083		908	-2	-2	-2
8785	0.872	239.20116	Unknown	[M-H]-		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	49.72	std_e1	239.20116:69184 240.20451:17129 241.20787:525513		132	104	144	137
8786	4.974	239.20145	Unknown	[M-H]-		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.19	std_e1	239.20145:5763 240.2048:0 241.20816:68062		9010	3405	1383	817
8787	5.477	239.31952	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.48	std_e1	239.31952:5282 240.32287:0 241.32623:0		9424	-2	-2	-2
8788	10.139	239.35596	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.89	std_e1	239.35596:4159 240.35931:0 241.36267:0		13120	-2	-2	-2
8789	1.806	239.57169	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.41	std_e1	239.57169:2520 240.57504:0 241.5784:0		2763	-2	-2	-2
8790	7.166	239.63937	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	27.44	std_e1	239.63937:1372 240.64272:0 241.64608:0		11285	-2	-2	-2
8791	5.919	239.70847	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	27.07	std_e1	239.70847:1354 240.71182:0 241.71518:0		10002	-2	-2	-2
8792	2.922	239.75336	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	35.98	std_e1	239.75336:1799 240.75671:0 241.76007:0		5099	-2	-2	-2
8793	2.543	239.84142	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	47.22	std_e1	239.84142:2361 240.84477:0 241.84813:0		4307	-2	-2	-2
8794	1.684	239.85153	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.3	std_e1	239.85153:7013 240.85488:0 241.85824:0		2432	-2	-2	-2
8795	6.601	239.96739	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.32	std_e1	239.96739:24552 240.97074:0 241.9741:0		10832	-2	-2	-2
8796	10.521	240.01372	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.04	std_e1	240.01372:16085 241.01707:210600 242.02043:15109		13363	-2	-2	-2
8797	11.299	240.01445	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.54	std_e1	240.01445:65308 241.0178:6980 242.02116:0		13608	-2	-2	-2
8798	3.153	240.02164	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.83	std_e1	240.02164:43669 241.02499:0 242.02835:222745		5316	-2	-2	-2
8799	8.261	240.02701	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.71	std_e1	240.02701:58691 241.03036:20174 242.03372:0		12170	-2	-2	-2
8800	3.685	240.06175	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.23	std_e1	240.06175:43719 241.0651:0 242.06846:374804		6131	-2	-2	-2
8801	1.186	240.08507	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	126.99	std_e1	240.08507:735548 241.08842:0 242.09178:0		1175	684	464	-2
8802	3.704	240.09837	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.7	std_e1	240.09837:40738 241.10172:0 242.10508:0		6161	-2	-2	-2
8803	4.931	240.14381	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	0.96	std_e1	240.14381:3435 241.14716:0 242.15052:26641		8303	-2	-2	-2
8804	6.53	240.16011	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.64	std_e3	240.16011:7532 241.16346:0 242.16682:10068		9233	-2	1717	-2
8805	2.505	240.16016	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1.48	std_e1	240.16016:5169 241.16351:0 242.16687:54773		4239	-2	-2	-2
8806	3.704	240.1606	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.11	std_e1	240.1606:5649 241.16395:0 242.16731:0		6162	-2	-2	-2
8807	8.621	240.34076	Unknown	[M-H]-	similar chromatogram in higher mz_10767; similar chromatogram in higher mz_11536	0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	20.62	std_e1	240.34076:1031 241.34411:0 242.34747:0		12456	-2	-2	-2
8808	5.449	240.40965	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.85	std_e2	240.40965:1678 241.413:0 242.41636:0		10833	3145	-2	-2
8809	5.308	240.48482	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.61	std_e1	240.48482:5078 241.48817:0 242.49153:0		9079	-2	-2	-2
8810	10.167	240.5295	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.73	std_e1	240.5295:2880 241.53285:0 242.53621:0		13154	-2	-2	-2
8811	7.214	240.55336	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.04	std_e1	240.55336:2350 241.55671:49786 242.56007:0		11322	-2	-2	-2
8812	1.092	240.56667	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.55	std_e1	240.56667:2748 241.57002:0 242.57338:0		858	-2	-2	-2
8813	8.281	240.63434	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	26.46	std_e1	240.63434:1323 241.63769:0 242.64105:0		12180	-2	-2	-2
8814	6.649	240.65601	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	31.75	std_e1	240.65601:1588 241.65936:0 242.66272:0		10933	-2	-2	-2
8815	2.372	240.69319	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	70.58	std_e1	240.69319:3529 241.69654:0 242.6999:0		3994	-2	-2	-2
8816	2.638	240.69408	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	48.19	std_e1	240.69408:2410 241.69743:0 242.70079:0		4586	-2	-2	-2
8817	2.619	240.79327	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	68.46	std_e1	240.79327:3423 241.79662:0 242.79998:0		4540	-2	-2	-2
8818	1.967	240.83141	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	60.59	std_e1	240.83141:3029 241.83476:0 242.83812:0		3112	-2	-2	-2
8819	6.177	240.84206	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	31.92	std_e1	240.84206:1596 241.84541:0 242.84877:0		10351	-2	-2	-2
8820	5.89	240.85133	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	27.36	std_e1	240.85133:1368 241.85468:0 242.85804:0		9988	-2	-2	-2
8821	10.276	240.87032	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	25.36	std_e3	240.87032:66329 241.87367:0 242.87703:18144		13242	-2	2014	-2
8822	14.759	240.90189	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	15.42	std_e1	240.90189:25724 241.90524:0 242.9086:0		14146	-2	-2	-2
8823	2.071	240.96484	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	25.63	std_e1	240.96484:58630 241.96819:0 242.97155:0		3285	-2	-2	-2
8824	3.714	240.98439	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.73	std_e1	240.98439:149491 241.98774:0 242.9911:0		6179	-2	-2	-2
8825	1.575	241.007	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	29.84	std_e1	241.007:309025 242.01035:0 243.01371:0		2395	1341	637	-2
8826	10.541	241.01125	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	17.47	std_e1	241.01125:164391 242.0146:0 243.01796:0		13392	-2	-2	-2
8827	7.104	241.0119	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	553.9	std_e1	241.0119:11421937 242.01525:644363 243.01861:259535		11238	4160	1645	-2
8828	3.285	241.0184	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.6	std_e1	241.0184:145462 242.02175:0 243.02511:312333		5543	2529	999	-2
8829	1.637	241.03806	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	25.36	std_e1	241.03806:190456 242.04141:0 243.04477:0		568	2100	-2	-2
8830	4.444	241.04596	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	68.87	std_e1	241.04596:1134037 242.04931:0 243.05267:0		7853	3104	-2	-2
8831	2.325	241.0558	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1536.01	std_e1	241.0558:14305148 242.05915:1770462 243.06251:143149		3876	-2	-2	-2
8832	1.35	241.08278	Thymidine	[M-H]-		0.75	False	1.357	241.0825	C10H14N2O5				330	True	True	True		False	True	null	null	null	100	null	null	null	615.97	std_e1	241.08278:12245159 242.08613:2029058 243.08949:502014		1612	1004	565	-2
8833	0.872	241.21683	Unknown	[M-H]-	similar chromatogram in higher mz_9308	1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	46.12	std_e1	241.21683:319434 242.22018:71280 243.22354:0		134	106	145	138
8834	1.111	241.21698	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.22	std_e1	241.21698:55462 242.22033:0 243.22369:0		909	-2	-2	-2
8835	1.854	241.21738	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3	std_e1	241.21738:51840 242.22073:0 243.22409:0		2850	-2	-2	-2
8836	7.127	241.32184	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	42.61	std_e1	241.32184:2131 242.32519:0 243.32855:0		11256	-2	-2	-2
8837	6.37	241.50505	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1.96	std_e1	241.50505:2025 242.5084:0 243.51176:0		10490	-2	-2	-2
8838	6.582	241.50772	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.95	std_e1	241.50772:1647 242.51107:0 243.51443:0		10797	-2	-2	-2
8839	7.175	241.558	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	35.7	std_e1	241.558:36858 242.56135:0 243.56471:0		11293	-2	-2	-2
8840	4.058	241.57272	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.68	std_e1	241.57272:4569 242.57607:0 243.57943:0		8249	2994	990	-2
8841	0.829	241.57356	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	15.62	std_e1	241.57356:21277 242.57691:0 243.58027:0		44	-2	-2	47
8842	5.374	241.58786	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.94	std_e1	241.58786:5079 242.59121:0 243.59457:0		9218	-2	-2	-2
8843	1.449	241.7308	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.66	std_e1	241.7308:7198 242.73415:0 243.73751:0		1852	-2	-2	-2
8844	8.466	241.76691	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	46.72	std_e1	241.76691:2336 242.77026:0 243.77362:0		12318	-2	-2	-2
8845	4.545	241.81773	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	81.01	std_e1	241.81773:4050 242.82108:0 243.82444:0		7661	-2	-2	-2
8846	2.562	241.82666	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	39.39	std_e1	241.82666:1969 242.83001:0 243.83337:0		4359	-2	-2	-2
8847	2.012	241.94753	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.58	std_e1	241.94753:5437 242.95088:0 243.95424:0		2202	2140	-2	-2
8848	7.938	241.98842	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	128.89	std_e1	241.98842:247603 242.99177:27105 243.99513:20903		12063	4477	-2	-2
8849	11.866	241.99394	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.72	std_e3	241.99394:9391 242.99729:11889 244.00065:25199		13667	5020	2142	-2
8850	2.391	241.99396	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.48	std_e1	241.99396:3623 242.99731:0 244.00067:0		4035	-2	-2	-2
8851	8.7	241.99664	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.11	std_e1	241.99664:3238 242.99999:2704 244.00335:17090		12508	-2	-2	-2
8852	6.466	242.00691	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	34.53	std_e1	242.00691:35945 243.01026:0 244.01362:94877		10638	-2	-2	-2
8853	2.126	242.04349	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.11	std_e1	242.04349:2559203 243.04684:233082 244.0502:824953		4384	1472	-2	-2
8854	4.95	242.05083	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.27	std_e1	242.05083:388880 243.05418:26927 244.05754:0		8334	-2	-2	-2
8855	6.662	242.05087	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.21	std_e1	242.05087:919793 243.05422:180892 244.05758:179077		10966	4098	-2	-2
8856	15.019	242.05087	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.54	std_e2	242.05087:252739 243.05422:36627 244.05758:50839		-2	5285	-2	-2
8857	8.092	242.05096	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.74	std_e1	242.05096:678677 243.05431:109022 244.05767:164597		12122	-2	-2	-2
8858	8.612	242.05098	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.11	std_e1	242.05098:492500 243.05433:88062 244.05769:160771		12447	-2	-2	-2
8859	3.648	242.05099	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.01	std_e1	242.05099:1571707 243.05434:170380 244.0577:60570		7413	2305	-2	-2
8860	2.874	242.05128	Unknown	[M-H]-		0.75	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.9	std_e1	242.05128:337831 243.05463:83357 244.05799:156656		6036	2853	542	-2
8861	10.393	242.05144	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.36	std_e1	242.05144:392607 243.05479:90634 244.05815:128986		13306	-2	-2	-2
8862	17.812	242.05144	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.96	std_e3	242.05144:361258 243.05479:49006 244.05815:68554		-2	5439	2585	-2
8863	5.792	242.05145	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.88	std_e1	242.05145:332126 243.0548:108955 244.05816:48080		9920	-2	-2	-2
8864	7.707	242.05151	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.56	std_e2	242.05151:1050981 243.05486:179972 244.05822:166328		11937	4425	-2	-2
8865	3.39	242.07768	Unknown	[M-H]-	similar chromatogram in higher mz_12450	0.25	False	null	null	null	null	null	null	999	True	False	False		False	True	null	null	null	null	null	null	null	41.97	std_e1	242.07768:365801 243.08103:45948 244.08439:0		5664	-2	-2	-2
8866	2.42	242.07791	Cytidine	[M-H]-	similar chromatogram in higher mz_12291; similar chromatogram in higher mz_11680	1	False	2.533	242.0779	C9H13N3O5				330	True	True	True		False	True	null	null	null	99.8	null	null	null	138.97	std_e2	242.07791:12122627 243.08126:1271540 244.08462:127276		4070	2147	885	556
8867	0.929	242.17561	Unknown	[M-H]-	similar chromatogram in higher mz_10830; similar chromatogram in higher mz_12811	1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	80.91	std_e4	242.17561:288420 243.17896:62828 244.18232:0		263	202	232	212
8868	5.812	242.21951	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.19	std_e1	242.21951:7364 243.22286:0 244.22622:0		9939	-2	-2	-2
8869	3.666	242.21951	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.02	std_e1	242.21951:4280 243.22286:0 244.22622:0		6105	-2	-2	-2
8870	4.12	242.21996	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.31	std_e1	242.21996:8943 243.22331:0 244.22667:0		6910	-2	-2	-2
8871	5.026	242.21996	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.48	std_e1	242.21996:6348 243.22331:0 244.22667:0		8456	-2	-2	-2
8872	3.809	242.21997	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.3	std_e1	242.21997:4681 243.22332:0 244.22668:0		6286	-2	-2	-2
8873	7.971	242.21997	Unknown	[M-H]-		0.5	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.21	std_e1	242.21997:5353 243.22332:0 244.22668:0		10539	4706	-2	-2
8874	3.115	242.22041	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.32	std_e1	242.22041:7616 243.22376:0 244.22712:0		5270	-2	-2	-2
8875	5.308	242.22043	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.44	std_e1	242.22043:7721 243.22378:0 244.22714:0		9080	-2	-2	-2
8876	2.259	242.2964	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.2	std_e1	242.2964:4544 243.29975:0 244.30311:0		3722	-2	-2	-2
8877	4.95	242.32056	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.49	std_e1	242.32056:3584 243.32391:0 244.32727:0		8335	-2	-2	-2
8878	5.214	242.33485	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.28	std_e1	242.33485:4019 243.3382:0 244.34156:0		8836	-2	-2	-2
8879	5.938	242.37064	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	36.18	std_e1	242.37064:1809 243.37399:0 244.37735:0		10015	-2	-2	-2
8880	5.695	242.38275	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	32.13	std_e1	242.38275:1606 243.3861:0 244.38946:0		9843	-2	-2	-2
8881	6.341	242.42525	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	45.6	std_e1	242.42525:2280 243.4286:0 244.43196:0		10473	-2	-2	-2
8882	1.873	242.44853	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.04	std_e1	242.44853:3229 243.45188:0 244.45524:0		2879	-2	-2	-2
8883	11.726	242.5009	Unknown	[M-H]-		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	15.78	std_e1	242.5009:13094 243.50425:0 244.50761:0		13629	4985	2095	1623
8884	12.779	242.50092	Unknown	[M-H]-		1	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.3	std_e2	242.50092:3185 243.50427:0 244.50763:0		13779	5105	2237	1637
8885	1.101	242.54303	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.03	std_e1	242.54303:2413 243.54638:0 244.54974:0		884	-2	-2	-2
8886	4.865	242.59497	Unknown	[M-H]-		0.25	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.26	std_e1	242.59497:2723 243.59832:0 244.60168:0		8201	-2	-2	-2
